date,new_cases_BCN,new_cases_GI,new_cases_TAR,new_cases_LLE
2020-11-13,1576,263,217,155
2020-11-14,961,190,155,129
2020-11-15,747,119,116,71
2020-11-16,1580,227,170,151
2020-11-17,1451,259,161,122
2020-11-18,1218,187,177,137
2020-11-19,1002,161,106,115
2020-11-20,1132,160,128,124
2020-11-21,584,118,91,100
2020-11-22,532,70,44,78
2020-11-23,1011,169,97,102
2020-11-24,884,177,97,118
2020-11-25,829,152,103,162
2020-11-26,835,169,84,115
2020-11-27,1001,194,109,121
2020-11-28,583,97,84,62
2020-11-29,418,95,48,58
2020-11-30,944,229,78,85
2020-12-01,983,186,72,83
2020-12-02,892,188,103,86
2020-12-03,793,172,79,89
2020-12-04,814,198,105,72
2020-12-05,545,113,80,56
2020-12-06,439,95,43,49
2020-12-07,929,213,108,77
2020-12-08,591,160,65,56
2020-12-09,1108,266,189,118
2020-12-10,1171,223,148,115
2020-12-11,1229,250,154,104
2020-12-12,802,179,119,95
2020-12-13,692,159,76,80
2020-12-14,1480,334,171,108
2020-12-15,1476,355,148,105
2020-12-16,1319,357,184,121
2020-12-17,1363,335,160,102
2020-12-18,1489,286,196,110
2020-12-19,1100,201,148,71
2020-12-20,978,156,130,81
2020-12-21,1782,325,181,135
2020-12-22,1763,310,244,123
2020-12-23,1623,309,217,123
2020-12-24,1758,309,207,126
2020-12-25,997,158,152,83
2020-12-26,1280,209,173,102
2020-12-27,1332,189,205,100
2020-12-28,2467,424,381,180
2020-12-29,2259,391,362,149
2020-12-30,2232,340,388,169
2020-12-31,2242,342,362,172
2021-01-01,1398,170,213,97
2021-01-02,1550,219,297,115
2021-01-03,1449,206,268,124
2021-01-04,2970,431,341,199
2021-01-05,3039,378,436,183
2021-01-06,1620,200,307,123
2021-01-07,2872,368,440,178
2021-01-08,3319,356,461,253
2021-01-09,2210,264,369,176
2021-01-10,1828,238,313,141
2021-01-11,3644,456,553,229
2021-01-12,3244,373,541,214
2021-01-13,3075,327,543,175
2021-01-14,2861,299,460,179
2021-01-15,3076,271,506,182
2021-01-16,1988,193,326,152
2021-01-17,1622,179,240,129
2021-01-18,3218,399,545,173
2021-01-19,2964,341,560,221
2021-01-20,2908,321,471,187
2021-01-21,2674,273,388,177
2021-01-22,2649,291,398,203
2021-01-23,1699,181,311,152
2021-01-24,1398,160,233,149
2021-01-25,2814,365,344,200
2021-01-26,2391,323,305,186
2021-01-27,2304,289,268,204
2021-01-28,2354,221,285,152
2021-01-29,2160,263,238,172
2021-01-30,1288,171,187,134
2021-01-31,1039,146,113,103
2021-02-01,2287,282,220,161
2021-02-02,2018,281,201,149
2021-02-03,1738,232,172,145
2021-02-04,1710,209,133,130
2021-02-05,1600,219,135,136
2021-02-06,962,144,96,113
2021-02-07,844,117,96,62
2021-02-08,1605,258,118,129
2021-02-09,1451,185,98,105
2021-02-10,1285,181,96,98
2021-02-11,1193,168,115,116
2021-02-12,1297,204,95,103
2021-02-13,885,121,86,71
2021-02-14,782,102,54,76
2021-02-15,1412,148,97,87
2021-02-16,1300,176,100,150
2021-02-17,1228,155,89,122
2021-02-18,1247,153,67,114
2021-02-19,1065,167,85,111
2021-02-20,831,115,57,81
2021-02-21,702,83,51,71
2021-02-22,1296,183,74,109
2021-02-23,1231,140,63,119
2021-02-24,1082,132,56,104
2021-02-25,942,115,77,92
2021-02-26,946,141,64,84
2021-02-27,689,76,46,71
2021-02-28,585,76,44,63
2021-03-01,1169,156,78,93
2021-03-02,1032,135,48,113
2021-03-03,959,111,47,90
2021-03-04,798,88,41,75
2021-03-05,878,112,47,114
2021-03-06,639,65,36,78
2021-03-07,553,71,33,77
2021-03-08,947,134,55,111
2021-03-09,894,88,49,102
2021-03-10,895,100,54,119
2021-03-11,862,87,45,101
2021-03-12,886,117,50,109
2021-03-13,665,80,43,99
2021-03-14,588,69,38,71
2021-03-15,1056,153,66,130
2021-03-16,1000,124,86,136
2021-03-17,868,147,69,126
2021-03-18,964,108,71,119
2021-03-19,994,128,71,132
2021-03-20,743,108,52,99
2021-03-21,643,103,61,93
2021-03-22,1248,168,83,148
2021-03-23,1231,170,86,145
2021-03-24,1088,196,78,133
2021-03-25,1022,166,99,165
2021-03-26,1208,150,92,161
2021-03-27,844,145,72,139
2021-03-28,723,173,62,108
2021-03-29,1291,184,94,173
2021-03-30,1160,193,81,137
2021-03-31,1027,177,79,152
2021-04-01,1132,197,103,183
2021-04-02,740,105,72,139
2021-04-03,850,154,79,131
2021-04-04,850,149,83,126
2021-04-05,952,145,80,150
2021-04-06,1304,216,131,178
2021-04-07,1253,195,105,186
2021-04-08,1159,194,107,156
2021-04-09,1231,210,84,183
2021-04-10,984,157,116,173
2021-04-11,730,133,77,133
2021-04-12,1324,239,116,175
2021-04-13,1162,212,122,172
2021-04-14,1466,294,160,178
2021-04-15,1043,203,133,200
2021-04-16,1133,229,119,214
2021-04-17,822,192,105,160
2021-04-18,736,175,110,119
2021-04-19,1334,232,164,156
2021-04-20,1669,288,177,195
2021-04-21,1157,221,132,163
2021-04-22,1391,275,123,166
2021-04-23,1079,223,125,150
2021-04-24,934,211,101,114
2021-04-25,805,165,74,83
2021-04-26,1682,273,172,174
2021-04-27,1489,266,137,158
2021-04-28,1410,310,128,145
2021-04-29,1178,232,115,125
2021-04-30,1231,257,137,134
2021-05-01,735,188,82,90
2021-05-02,571,154,79,71
2021-05-03,1381,262,124,104
2021-05-04,941,185,109,92
2021-05-05,1147,261,125,90
2021-05-06,729,181,80,55
2021-05-07,956,201,97,83
2021-05-08,473,136,74,55
2021-05-09,445,114,44,40
2021-05-10,1043,204,107,76
2021-05-11,544,108,50,27
2021-05-12,556,135,73,43
2021-05-13,745,142,73,69
2021-05-14,703,120,84,55
2021-05-15,411,116,49,31
2021-05-16,346,64,56,40
2021-05-17,933,161,106,66
2021-05-18,753,121,91,62
2021-05-19,455,98,60,27
2021-05-20,634,106,84,31
2021-05-21,611,101,76,38
2021-05-22,316,57,39,20
2021-05-23,342,52,70,31
2021-05-24,538,104,115,53
2021-05-25,514,70,82,34
2021-05-26,760,96,94,34
2021-05-27,444,60,70,18
2021-05-28,515,66,69,21
2021-05-29,296,42,55,16
2021-05-30,268,47,39,15
2021-05-31,747,77,92,27
2021-06-01,712,94,82,26
2021-06-02,651,82,74,19
2021-06-03,603,67,56,16
2021-06-04,368,48,45,19
2021-06-05,328,50,58,16
2021-06-06,294,36,39,9
2021-06-07,609,66,84,41
2021-06-08,400,40,59,14
2021-06-09,350,49,40,11
2021-06-10,430,49,72,10
2021-06-11,483,39,57,22
2021-06-12,297,35,34,18
2021-06-13,281,27,41,7
2021-06-14,667,46,52,25
2021-06-15,551,52,62,22
2021-06-16,577,50,67,13
2021-06-17,399,44,39,6
2021-06-18,361,20,37,4
2021-06-19,280,33,31,4
2021-06-20,207,26,18,8
2021-06-21,490,39,58,15
2021-06-22,372,30,32,7
2021-06-23,0,0,0,0
