date,new_cases_BCN,new_cases_GI,new_cases_TAR,new_cases_LLE
2020-11-13,1577,261,224,154
2020-11-14,956,190,151,127
2020-11-15,745,119,119,72
2020-11-16,1587,226,172,147
2020-11-17,1457,258,157,123
2020-11-18,1220,184,175,135
2020-11-19,1001,161,104,114
2020-11-20,1123,161,126,139
2020-11-21,581,117,86,97
2020-11-22,533,71,45,80
2020-11-23,1005,168,97,95
2020-11-24,882,174,94,113
2020-11-25,821,155,101,181
2020-11-26,834,163,78,114
2020-11-27,994,193,109,117
2020-11-28,579,98,79,55
2020-11-29,430,96,49,55
2020-11-30,937,227,79,90
2020-12-01,985,183,74,86
2020-12-02,895,191,101,83
2020-12-03,789,165,80,84
2020-12-04,801,210,96,77
2020-12-05,543,114,76,53
2020-12-06,427,91,39,43
2020-12-07,945,215,110,74
2020-12-08,582,160,60,52
2020-12-09,1117,264,189,118
2020-12-10,1169,224,147,113
2020-12-11,1206,251,149,104
2020-12-12,786,169,111,104
2020-12-13,695,165,73,77
2020-12-14,1450,327,172,107
2020-12-15,1481,356,145,105
2020-12-16,1316,366,193,115
2020-12-17,1352,336,155,99
2020-12-18,1479,288,196,102
2020-12-19,1079,200,148,70
2020-12-20,997,152,127,80
2020-12-21,1789,324,182,128
2020-12-22,1761,313,256,123
2020-12-23,1611,308,213,125
2020-12-24,1737,314,205,126
2020-12-25,977,161,153,79
2020-12-26,1260,206,173,100
2020-12-27,1316,183,199,99
2020-12-28,2436,422,374,176
2020-12-29,2245,399,363,146
2020-12-30,2200,338,382,168
2020-12-31,2223,338,368,172
2021-01-01,1322,170,212,91
2021-01-02,1514,219,290,114
2021-01-03,1410,207,265,126
2021-01-04,2958,432,341,200
2021-01-05,3073,377,429,183
2021-01-06,1535,196,299,121
2021-01-07,2910,367,431,177
2021-01-08,3356,358,452,251
2021-01-09,2185,260,363,178
2021-01-10,1807,238,311,144
2021-01-11,3679,466,564,224
2021-01-12,3240,376,542,216
2021-01-13,3079,325,530,173
2021-01-14,2899,301,457,177
2021-01-15,3147,269,509,182
2021-01-16,1898,195,326,148
2021-01-17,1551,170,236,128
2021-01-18,3222,400,533,175
2021-01-19,2955,349,563,215
2021-01-20,2910,314,471,187
2021-01-21,2766,276,386,173
2021-01-22,2700,290,396,203
2021-01-23,1641,171,305,156
2021-01-24,1358,158,231,150
2021-01-25,2800,368,341,200
2021-01-26,2365,326,303,180
2021-01-27,2281,286,270,200
2021-01-28,2328,221,285,149
2021-01-29,2266,256,240,171
2021-01-30,1275,163,189,135
2021-01-31,1035,153,111,101
2021-02-01,2272,285,217,161
2021-02-02,2033,278,198,149
2021-02-03,1757,233,169,139
2021-02-04,1673,207,130,127
2021-02-05,1571,214,130,139
2021-02-06,938,143,95,109
2021-02-07,810,118,95,61
2021-02-08,1590,256,119,127
2021-02-09,1403,181,89,104
2021-02-10,1209,161,90,96
2021-02-11,1100,155,92,116
2021-02-12,1216,188,79,98
2021-02-13,776,113,76,69
2021-02-14,676,94,39,74
2021-02-15,1344,138,82,85
2021-02-16,1216,165,85,143
2021-02-17,1152,137,79,117
2021-02-18,1153,145,53,112
2021-02-19,959,147,65,101
2021-02-20,762,105,49,76
2021-02-21,617,76,44,69
2021-02-22,1196,163,55,105
2021-02-23,1145,120,56,113
2021-02-24,976,120,43,97
2021-02-25,860,107,62,81
2021-02-26,855,134,54,81
2021-02-27,622,67,35,68
2021-02-28,526,64,34,61
2021-03-01,1054,137,61,86
2021-03-02,946,121,35,106
2021-03-03,889,96,38,88
2021-03-04,727,75,28,70
2021-03-05,805,99,35,108
2021-03-06,571,57,31,70
2021-03-07,484,62,25,69
2021-03-08,867,125,49,101
2021-03-09,820,83,43,99
2021-03-10,786,90,47,114
2021-03-11,807,77,32,99
2021-03-12,813,101,40,102
2021-03-13,602,75,35,91
2021-03-14,530,62,29,63
2021-03-15,921,142,48,110
2021-03-16,872,105,75,130
2021-03-17,776,114,50,108
2021-03-18,818,91,54,98
2021-03-19,738,100,56,95
2021-03-20,406,60,30,60
2021-03-21,280,44,24,33
2021-03-22,549,55,63,62
2021-03-23,639,71,34,61
2021-03-24,158,21,9,2
2021-03-25,0,0,0,0
