date,new_cases_BCN,new_cases_GI,new_cases_TAR,new_cases_LLE
2020-11-13,1576,261,222,155
2020-11-14,958,190,152,128
2020-11-15,746,119,119,72
2020-11-16,1587,226,171,148
2020-11-17,1453,258,160,123
2020-11-18,1221,184,176,135
2020-11-19,1001,161,103,115
2020-11-20,1124,161,126,139
2020-11-21,583,119,90,99
2020-11-22,534,71,43,80
2020-11-23,1006,168,97,95
2020-11-24,882,174,93,113
2020-11-25,819,155,103,181
2020-11-26,837,164,80,114
2020-11-27,992,193,111,118
2020-11-28,580,97,80,56
2020-11-29,426,97,48,56
2020-11-30,942,225,77,88
2020-12-01,986,185,72,85
2020-12-02,890,192,101,85
2020-12-03,798,168,81,83
2020-12-04,803,204,96,76
2020-12-05,546,113,77,54
2020-12-06,425,91,39,44
2020-12-07,937,219,109,74
2020-12-08,584,160,59,51
2020-12-09,1118,269,189,118
2020-12-10,1167,221,147,116
2020-12-11,1202,255,151,100
2020-12-12,800,169,111,102
2020-12-13,700,159,73,80
2020-12-14,1465,326,170,108
2020-12-15,1476,354,142,106
2020-12-16,1317,368,193,119
2020-12-17,1350,336,155,98
2020-12-18,1484,289,197,106
2020-12-19,1089,200,148,70
2020-12-20,993,148,127,80
2020-12-21,1783,322,184,129
2020-12-22,1765,314,254,124
2020-12-23,1607,307,214,124
2020-12-24,1739,315,203,127
2020-12-25,985,161,152,82
2020-12-26,1263,207,174,101
2020-12-27,1314,183,199,100
2020-12-28,2432,419,374,177
2020-12-29,2251,399,363,146
2020-12-30,2209,339,383,171
2020-12-31,2221,340,369,170
2021-01-01,1339,167,211,93
2021-01-02,1513,219,293,113
2021-01-03,1415,208,267,124
2021-01-04,2955,435,338,201
2021-01-05,3059,379,432,183
2021-01-06,1544,197,303,122
2021-01-07,2907,367,436,177
2021-01-08,3363,356,452,251
2021-01-09,2189,261,365,177
2021-01-10,1816,237,308,142
2021-01-11,3671,467,561,230
2021-01-12,3240,376,538,211
2021-01-13,3068,324,535,174
2021-01-14,2911,297,454,180
2021-01-15,3134,268,510,181
2021-01-16,1897,198,327,149
2021-01-17,1572,174,235,129
2021-01-18,3230,404,538,175
2021-01-19,2953,346,561,217
2021-01-20,2911,314,470,187
2021-01-21,2762,276,386,173
2021-01-22,2706,287,397,203
2021-01-23,1664,172,307,156
2021-01-24,1361,160,232,149
2021-01-25,2809,369,339,201
2021-01-26,2357,327,302,182
2021-01-27,2271,286,272,199
2021-01-28,2324,223,283,151
2021-01-29,2265,257,237,171
2021-01-30,1284,167,188,136
2021-01-31,1034,150,111,102
2021-02-01,2282,280,217,162
2021-02-02,2026,281,201,149
2021-02-03,1755,229,170,142
2021-02-04,1673,210,129,128
2021-02-05,1579,212,131,136
2021-02-06,947,143,94,110
2021-02-07,809,120,95,60
2021-02-08,1594,255,119,127
2021-02-09,1400,181,89,105
2021-02-10,1207,163,90,96
2021-02-11,1112,155,92,114
2021-02-12,1215,190,80,98
2021-02-13,780,115,74,69
2021-02-14,687,91,39,73
2021-02-15,1333,135,85,84
2021-02-16,1211,166,86,143
2021-02-17,1146,137,80,116
2021-02-18,1158,145,54,112
2021-02-19,958,147,65,103
2021-02-20,762,105,49,76
2021-02-21,625,77,44,70
2021-02-22,1202,163,57,105
2021-02-23,1147,121,57,115
2021-02-24,983,120,43,98
2021-02-25,859,107,63,84
2021-02-26,864,135,56,81
2021-02-27,620,67,35,70
2021-02-28,528,64,35,61
2021-03-01,1074,143,65,88
2021-03-02,959,123,36,109
2021-03-03,898,98,40,88
2021-03-04,733,77,33,71
2021-03-05,812,101,36,109
2021-03-06,580,59,33,72
2021-03-07,497,63,27,73
2021-03-08,874,125,51,104
2021-03-09,822,84,42,100
2021-03-10,816,95,50,114
2021-03-11,805,79,35,99
2021-03-12,822,102,41,104
2021-03-13,618,74,40,93
2021-03-14,549,64,34,67
2021-03-15,986,148,57,123
2021-03-16,941,121,82,135
2021-03-17,822,135,61,122
2021-03-18,904,102,65,116
2021-03-19,933,115,64,123
2021-03-20,683,97,46,97
2021-03-21,590,95,54,84
2021-03-22,1164,159,77,144
2021-03-23,1149,166,74,136
2021-03-24,1017,186,70,129
2021-03-25,955,156,90,158
2021-03-26,1118,145,83,151
2021-03-27,770,128,63,130
2021-03-28,644,158,56,104
2021-03-29,1201,166,85,167
2021-03-30,1086,176,72,130
2021-03-31,941,166,70,140
2021-04-01,1021,174,84,175
2021-04-02,635,95,60,127
2021-04-03,762,142,67,126
2021-04-04,774,131,73,113
2021-04-05,860,129,70,135
2021-04-06,1179,197,114,177
2021-04-07,1150,178,89,180
2021-04-08,1041,174,100,147
2021-04-09,1082,185,66,165
2021-04-10,866,135,103,158
2021-04-11,624,105,52,117
2021-04-12,1112,199,82,152
2021-04-13,943,164,92,133
2021-04-14,1172,232,138,138
2021-04-15,711,128,95,121
2021-04-16,639,127,61,141
2021-04-17,254,115,34,69
2021-04-18,87,3,1,4
2021-04-19,1,0,0,0
